index,EMcrossnear,EMfracstdnear,EPstdnear,MMRstrengthnear,twoMMRstrengthnear,EMcrossfar,EMfracstdfar,EPstdfar,MMRstrengthfar,twoMMRstrengthfar,EMcrossouter,EMfracstdouter,EPstdouter,MMRstrengthouter,twoMMRstrengthouter,MEGNO,MEGNOstd,prelimStable,Stable
75000,0.07702143923238423,0.2791169059841792,0.006262140740604918,0.08117673458475616,0.013917300163372594,0.26814040019761454,0.045856253944723396,0.0002922977696632001,0.04744068171586914,0.007210304051620903,0.3658143989695665,0.020206957540730444,0.00019227327947837736,0.02488563762114931,0.007028593184604257,69.88072336747118,23.097354467303564,True,False
75001,0.05722474252578051,,,,,0.31889400326911316,,,,,0.39436737302498404,,,,,,,False,False
75002,0.048831969882936234,0.034805893225544955,8.463617205376537e-05,0.020456450415075406,0.014140865944806126,0.095713900303154,0.017771180650527903,0.0013312063348243511,0.00679599999543178,0.0017448162539166097,0.14921976848307222,0.006149718525009093,0.0008517211074506365,0.002181000109643576,0.0009695351775612963,67.50999553308759,17.44264180808805,True,False
75003,0.11713491454435412,0.13465733754265985,0.009725553027984737,0.13116420592280337,0.03612855555900556,0.13569197767167318,0.2264063720527863,0.007522935369820513,0.07235300131831535,0.027550646131200535,0.26872116042495314,0.11483693394751071,0.02327006830282797,0.025015705244182722,0.0060248205228126085,48.77637094995049,13.615959056881476,True,False
75004,0.13159782999795766,0.035902160474236125,0.0015090568751061635,0.34831437096713,0.038535909660457064,0.15230692137712348,0.21166677009937554,0.022496550370150192,0.20038315261203832,0.05184062842949031,0.30394801172198016,0.12158272688948127,0.02118217066474195,0.0499484350171602,0.010992146777537713,97.66206675401966,22.16475145406278,True,False
75005,0.04409182228416871,0.026151295950420022,0.0004606988872908706,0.7884909085152534,0.016805347207117113,0.24709751004091668,0.017592621459583964,0.0018753875824260929,0.010786384647999504,0.001080346436786203,0.3020843118246701,0.038382253462749205,0.0028386984894212897,0.030423923480756367,0.00030658708237983753,1.9948159757733963,0.0029024063887712354,True,True
75006,0.5888765162235572,0.05775204124793355,0.012853041014116964,4.324662747105374,0.0,1.0450573003755999,0.006559906955547104,0.005711861266065559,0.12580436528219452,0.0,2.249343518898336,0.04502715541951152,0.05318508631053223,0.0015227636863593065,0.0007897091433175369,1.9946629463360237,0.001958775569570374,True,False
75007,0.16138330755016017,0.03505406294747503,0.0019813489718462363,2.1645468836478097,0.012222320666802192,0.21759317408638562,0.12550550528665455,0.02169080692668298,0.13584761839961568,0.008390863985912073,0.4140923877709445,0.10878321043327423,0.03170878515823844,0.05460223290123992,0.002940983819926384,13.94866853165328,4.152629774154093,True,False
75008,0.11915335663756295,0.051095937241487574,0.00017138827641728445,0.06963103018785968,0.04163703323815367,0.7092638333997533,0.005232314471714915,0.003968002563351943,8.351125298546413e-05,7.901196522422412e-05,0.912928356528522,0.00680528722742006,0.00630100930560817,0.00027005903780349125,2.7693836730787336e-05,23.418479218836126,6.302311267737064,True,False
75009,0.02610965837183156,0.08128232005336154,0.00371919630137498,0.04380379359319363,0.013152679444423804,0.44239632149573976,0.002955840226661101,1.2470484001499828e-05,0.0011920733087012873,0.00048499584407542056,0.4800567966867801,0.005461664466483356,1.980609004288843e-05,0.0012910864182331997,0.00018048951667792282,29.715728431971257,5.413537164546262,True,False
