index,EMcrossnear,EMfracstdnear,EPstdnear,MMRstrengthnear,twoMMRstrengthnear,EMcrossfar,EMfracstdfar,EPstdfar,MMRstrengthfar,twoMMRstrengthfar,EMcrossouter,EMfracstdouter,EPstdouter,MMRstrengthouter,twoMMRstrengthouter,MEGNO,MEGNOstd,prelimStable,Stable
50000,0.21159640933725465,0.0318734919852441,0.00040485032975197855,2.6393323740252557,0.0029833814611176256,0.7369882606985749,0.03400842885207664,0.0006454677318963062,0.0,0.0,1.1045287397233565,0.0018775840971720942,0.0003925260885238482,0.027562049919953036,0.0,2.005829442233444,0.0036674491611502157,True,True
50001,0.06374023366618496,0.13197288179530112,0.006057512902079194,0.05960840951254903,0.019345790847947124,0.1393040132831737,0.09067129403318133,0.004117109038760049,0.02769670375270756,0.014084608271982813,0.2119235173066655,0.05204317587859439,0.0030302269844351823,0.13404554539831035,0.0006291428914013183,106.86926903770984,19.81101839007845,True,False
50002,0.0904545929089701,0.037174812724737674,0.0001571495623074429,0.03086026748151544,0.012746708837640827,0.28432160585020694,0.01332734798249762,0.0019507046660289767,0.007198392763282097,0.0005244405396593985,0.40049439387158214,0.0073858949052775,0.002137753064175843,0.005179743727095156,0.0,18.544717216481544,3.3721922580957724,True,False
50003,0.0473356492328458,0.01596652310497204,0.00015298857218539486,0.24340550947924727,0.013304584677784928,0.1321881216453431,0.02897972144333495,0.001974426369369123,0.011720593468099536,0.0014137537882235938,0.1857809814371416,0.0023618048718833085,0.00037475159588833677,0.0034133527219722096,0.002609544077489827,1.9862156361599437,0.009437980894531172,True,False
50004,0.406107323184023,0.0062402415181211195,0.00014875640674715958,2.2284692528509997,0.0,0.4319149732255213,0.0034551563166943943,0.0011543299448895027,0.004651326468837774,0.0,1.0134261300292597,0.011777507664596622,0.006869353418079943,0.002631596164249391,0.0,2.000929253681602,0.00042859547950897017,True,True
50005,0.20146596423224356,0.03507992247189449,0.008293118869825554,0.08963735418919147,0.009054660644689743,0.21552903533013953,0.02848093042669167,0.0004675881651065916,0.4938020369452246,0.007455983347477809,0.46041676448521496,0.05576939789032968,0.022031091463361,0.0,0.0,1.837615518370481,0.1361410254747379,True,False
50006,0.040185742740385014,0.03672895079476246,0.0008534125421709901,0.018356751228567232,0.008479632276246537,0.16918296854489737,0.005150771528402614,0.00011943063959535914,0.02009032268116183,0.0026794783470080056,0.21616745453528227,0.01342378427267012,0.0006864111157771804,0.050520975783452424,0.0,30.126129094865952,8.756910725725726,True,False
50007,0.17273473938496467,0.030865558217078055,0.0009069406144331027,0.0426331366883015,0.030870093958622932,0.22919797474948533,0.1134618607844613,0.02882129735519526,0.013064800556387911,0.0017689200030695637,0.44152316657036406,0.019663248009576532,0.013160302244030144,0.006000769606049953,0.0,25.015658841557094,7.93968263453574,True,False
50008,0.20885328695012711,0.19841615432981152,0.009075016413841796,0.27576105248516786,0.004962627447545088,0.3112673681459349,0.16901630037569723,0.009490547653231242,0.4076381971398518,0.0,0.5851298680536559,0.02668155845295045,0.006641375695333051,1.0115880023448045,0.0,14.249310195062872,3.5692555575266907,True,False
50009,0.11779966771184316,0.00607778652999732,6.205151774557738e-06,0.014627417342697242,0.0013726178614229109,0.14047468609385702,0.005057563165984167,0.00025615345383930957,0.009417501209459481,0.006928108371161526,0.274822225149482,0.0036636836779294648,0.00028841572804125704,0.00404479627885128,0.001073026475313918,1.9484257686026474,0.033002061125634974,True,False
50010,0.1283821291239684,0.03661272743280624,0.0005008171077363941,0.45315188153438773,0.024037663104595305,0.38411552641415087,0.05466052690372113,0.018010959389866438,0.009293236062571111,0.0,0.5618112246487419,0.010549430549198643,0.0055903268186656575,0.09143506426793355,0.0,3.271597430965808,0.4764480533265194,True,False
50011,0.3683743442696552,0.08760368493583252,0.012212490739015537,0.04115252948980186,0.0,0.5863394460228408,0.07977715622542919,0.02487325591119739,2.124906338700058,0.0,1.170706199240593,0.03331210913017482,0.012317618081310731,0.013214967449474632,0.0,1.9226824876790136,0.06699264279378131,True,False
50012,0.057550638667969764,0.029646707187575404,0.001288321886990774,0.03334105466640848,0.01973399812264972,0.2567558055316438,0.0078020373460288926,0.000345604431099497,0.022880597167304846,0.0,0.3290829047896687,0.013958195549720583,0.010338821804267343,0.01177277870200971,0.0,1.901958792157124,0.024474982963055312,True,False
50013,0.0503393537469842,0.02750622030477194,0.002510093038869464,0.18009449378606446,0.015816153445649656,0.10455895743531259,0.07164208781688734,0.0058826210224912755,0.021020912328260057,0.005938620625494003,0.16016174152804885,0.0934726908856482,0.0074006547155205694,0.16738462550810004,0.001327181206253723,16.73209937167141,4.948820269525903,True,False
50014,0.08712335701987699,0.059549182813001623,0.0005909980290270692,0.11720008624348091,0.02328399573572129,0.16585877632790882,0.13161446238239735,0.005746968964463244,0.01771934351517006,0.0018312547592172703,0.26743230673268215,0.0039011762520394077,0.0007307358240753379,0.0027981717072651136,0.0,1.998944985735537,0.004674953441903941,True,False
50015,0.26504931365513684,0.021285758671015287,0.002910798448482022,0.010696476271002765,0.0,0.6444014202902895,0.002425598182329264,0.0003396696800445203,0.046960866601322405,0.0,1.080248888111763,0.005153030347921685,0.00048623644419461086,0.7204818368386526,0.0,6.224657879749548,0.9541894919065632,True,False
50016,0.18384083880240487,0.037448050486277126,0.005609038415672246,0.32514050095190694,0.051921038832090316,0.6123046521213117,0.03471632867632375,0.011737463256589012,0.10760186209529714,0.0,0.9087120917723133,0.024036040475509127,0.010531027696869928,0.0,0.0,1.995841428443787,0.0023342913576844147,True,True
50017,0.04710287052323567,0.01430374773241708,0.0005552491719460187,0.9436307502904443,0.01004211913892541,0.12288104903185171,0.06929375207758721,0.0022809797529235445,0.010612661536882492,0.0038529253214287435,0.17577196969739406,0.04061384130193565,0.0022627162826001825,0.004414419341545309,0.0018276724714887055,2.0634099478756522,0.01792709473270076,True,True
50018,0.1825074767454046,0.04097559449538194,0.004684959912607654,0.21595176787333792,0.028574960939625926,0.39538164891405186,0.03245794595118608,0.0042843736389795,0.017530736653090163,0.0,0.6500492327541975,0.010762856187296046,0.0025426593413856455,0.03244964423260179,0.0,2.000764861429784,0.003844787707224745,True,False
50019,0.130825848871527,0.014991553371702672,0.0023395247665332786,0.5141252801279452,0.01945117657774692,0.6048214439527991,0.01513405414582232,0.0042031574849638615,0.1147031819622932,0.0,0.8147735716451538,0.01303288960802674,0.004774024757869763,0.0,0.0,1.9998401396607681,0.0042859514037645674,True,False
50020,0.15297378186029958,0.0743352551180997,0.004348245525831389,0.014422219033037836,0.0035651178772946692,0.1828473300465878,0.021592753888081826,5.0983784933450434e-05,0.09410167469909986,0.006521895987669732,0.3637919594871723,0.0031200220255536517,0.0005094751301521023,0.004984257590308567,0.0,8.722211325985908,2.2816121063801384,True,False
