index,EMcrossnear,EMfracstdnear,EPstdnear,MMRstrengthnear,twoMMRstrengthnear,EMcrossfar,EMfracstdfar,EPstdfar,MMRstrengthfar,twoMMRstrengthfar,MEGNO,MEGNOstd,prelimStable,Stable
65000,0.09448395668496277,0.022013088240934606,0.011452142279964921,0.21492157112333649,0.03555735332782775,0.4052867519587263,0.0028767642463066114,0.0011742448920277163,0.061513909999442215,0.0,2.011649249740999,0.0018845822126835362,True,False
65001,0.15732913109294314,,,,,0.42594409690792945,,,,,,,False,False
65002,0.11561375307061633,0.1689015355765172,0.0047014507130828265,0.046346330805200286,0.027909968465038015,0.32073427707291935,0.009526643653816468,0.00026346834266263475,0.08803201721319986,0.0,73.47198532756312,20.94379545298999,True,False
65003,0.4457489683876666,0.04502644927371238,0.0033091117761764282,0.010779942668700712,0.0,0.5885216202392307,0.0478875783628327,0.0007723111584667816,1.673026704988285,0.0,1.9940974998091292,0.0010183981639831034,True,False
65004,0.09476219725302962,0.03391807921876955,0.0007873569261073032,0.5579001221269021,0.051867723874344296,0.4622667252804767,0.0032314579275131575,0.00021719576490832597,0.0,0.0,1.9941132946557565,0.004090714396150388,True,True
65005,0.10964699765767578,0.03804442562957927,0.0009489903205650676,0.5731202319911153,0.0369943920677166,0.53097197075551,0.014827074839239172,0.007197273707565849,0.04561397183273934,0.0,1.9968533288773336,0.004697819173538247,True,True
65006,0.13467235329439026,0.1363793225654561,0.016447579394102813,0.03679724821755424,0.009929392694415493,0.23922058857437487,0.01470451461804101,0.0013401469774752559,0.026499240788717585,0.009827473464115135,19.72266297768772,4.969449918361522,True,False
65007,0.12930431042044407,0.14935751976483413,0.0014448311693604121,2.131857759325414,0.036878604731557185,0.19996405776034856,0.029747594646146343,0.002273021911286726,0.06034674381610086,0.01249179953499846,29.943004496967134,6.33331007267434,True,False
65008,0.11169890507909536,0.05495252327498993,0.0010866604863873418,0.41393733827047385,0.04987188061559393,0.27337838913196266,0.07393119223276776,0.019627039436611076,0.0603250820893269,0.011628103763587187,39.4730025701614,8.246853329404061,True,False
65009,0.18243670320468544,0.05556535357893876,0.020559287226395134,0.0818838974969581,0.013223276325993556,0.20824159141862802,0.12899298153049726,0.004693912154827603,0.22900349070644138,0.009430387551036281,28.918702090258563,6.989982373191716,True,False
65010,0.16111364650266216,0.015538943131197898,7.473572142963487e-05,5.286262651504816,0.04407000273298024,0.5633594858621164,0.014129608325476028,0.00022590242224585936,0.07642647614526096,0.0,1.9998818410295314,0.0002753107702043532,True,True
65011,0.18241189020349213,0.02698397961784933,0.0017875417081223831,0.13164230669626237,0.004474308971748381,0.20340842558268127,0.01050513810781672,2.707466415025278e-05,0.034040929211016244,0.0009335410608491243,1.8193473220473249,0.08539839533554994,True,True
65012,0.11705317099505533,0.046789788436391255,0.000688962036454907,0.06598256782493547,0.02682985726663796,0.5382561970177097,0.0075388894108969345,0.0040225618703221685,0.029132979305918072,0.0,7.951096917499658,1.919498778445064,True,False
65013,0.14281081056800082,0.027828266549895442,0.002181906075179875,0.05992607862256459,0.025927408829032016,0.27399649352396455,0.026513415733541844,0.00818086139221007,0.012843383716573445,0.0020165030726372406,10.083824035440863,2.9834435317743853,True,False
65014,0.050746464685283155,0.010170675446761366,0.0005808233903458441,0.3874591585310325,0.0028785302671224208,0.45962935757338463,0.0046861389312767435,3.122242633186685e-05,0.0,0.0,1.9967847880743466,0.0019653736371704564,True,True
65015,0.03417588901527948,0.18861385369499584,0.003216269789988683,0.1232754326204224,0.06068180724558335,0.2153586542271728,0.01491480283769462,0.00023762440100524618,0.07196263749739547,0.0,44.13084860119069,11.843003365594752,True,False
65016,0.07749875594985743,0.13587223700625248,0.006142263467184342,0.03918841622316885,0.012437330422710509,0.1596011218025467,0.04767849098877609,0.00020309408461205146,0.17954488600324664,0.003410470570382001,85.80716848863496,20.213217168450015,True,False
65017,0.16096749660812534,0.06686061754133507,0.00018080261963538468,0.8721150799775459,0.04602564692897701,0.6849414137042373,0.0017371339332005354,0.0005016782519513788,0.0,0.0,1.9827703068656697,0.010377319034414197,True,True
65018,0.07244014920210629,0.07779867355959201,0.0008765249896036043,0.5797584985666318,0.04985623118721361,0.6886625225708769,0.01537456106401236,0.0009584377240022694,0.0,0.0,1.9905901164528885,0.003989979390683061,True,False
65019,0.0770842380557593,0.10532767577840303,0.0006995928729768148,0.06477955838390484,0.030821302209803926,0.31938794030757833,0.007092938968295211,0.0005993958833531622,0.07967475199560822,0.0,102.02413621390536,33.490451951264255,True,False
65020,0.028842206897916375,0.03379734890859865,0.0030742974772576957,0.176019205701351,0.0165307152390424,0.488119143337517,0.0026369067374585895,3.1942121291362845e-05,0.0,0.0,2.2574520917936303,0.11330493161445884,True,False
65021,0.16960715392731274,0.020226520682737316,0.002299404106244032,0.02101599486463222,0.0045287164349585435,0.2510305542158015,0.005244330505483563,0.0007278756039334253,0.36839902505714706,0.0,0.6985448865380546,0.2378016673599519,True,False
65022,0.373919687184227,0.004768283435554838,0.0018548455696234768,0.015649849380998386,0.0,0.5141103956015491,0.025268068141325012,0.010709680521957757,0.0,0.0,2.030721157333222,0.00921637403974425,True,False
