index,EMcrossnear,EMfracstdnear,EPstdnear,MMRstrengthnear,twoMMRstrengthnear,EMcrossfar,EMfracstdfar,EPstdfar,MMRstrengthfar,twoMMRstrengthfar,MEGNO,MEGNOstd,prelimStable,Stable
115000,0.40595499114157846,0.01624019783154136,0.0002681125211916885,0.0,0.0,0.628886859069121,0.008306491864311755,0.0020931190938402963,0.0,0.0,1.9992544640599879,0.00011678371433084339,True,True
115001,0.05730655032666616,0.292387845334092,0.0003597437763564847,0.014292237196510228,0.014292237196510228,0.30727786831606696,0.014989095072488395,0.003938176390219756,0.0,0.014292237196510228,81.79348658444664,9.012320281983547,True,False
115002,0.16152037468330116,0.02829259580508365,0.015670895551496037,0.054755813719215785,0.054755813719215785,0.5282866832357414,0.11977770431981263,0.0256204853909029,0.0,0.054755813719215785,1.9857700467397712,0.008572337037125385,True,False
115003,0.04965525214158913,0.14683633986854236,0.001207018582996698,0.02388598671848311,0.02388598671848311,0.3677007712619766,0.005457934527059121,0.00017665177687289154,0.0,0.02388598671848311,39.27328160212179,12.796889144534067,True,False
115004,0.07590923860837742,0.03536678458837777,0.00048395526031739703,0.021256628372893764,0.021256628372893764,0.6320083422913366,0.005190609455658972,0.0005222587462780884,0.0,0.021256628372893764,5.17026536789849,1.1297115739052357,True,False
115005,0.18149989347270182,0.09332219210786083,0.010580094535303076,0.031229522815957006,0.031229522815957006,0.23416519996778998,0.0490553838774047,0.0037895806904594026,0.018869714782744462,0.031229522815957006,107.26976118573174,19.946622506366825,True,False
115006,0.2516713052829407,0.0626705368594908,0.0008946007212699865,0.0,0.0,0.5297986868574409,0.009733035343773575,0.004915935297484889,0.0,0.0,1.8520332092507625,0.062136940253490494,True,True
115007,0.14309206944669858,0.04992121370357914,0.01388239210432407,0.033980218293717446,0.033980218293717446,0.7539351902745428,0.007086627572619831,0.0032498279476250677,0.0,0.033980218293717446,21.824762146688226,4.4811048022811315,True,False
115008,0.18297223666849183,0.07600952642587909,0.0008542786371388985,0.02775266695196102,0.02775266695196102,0.4523839421892169,0.03563690757962002,0.003364743918793603,0.0,0.02775266695196102,4.01417717516348,0.6609523589565515,True,False
115009,0.04091290924560025,,,,,0.21066151058851018,,,,,,,False,False
115010,0.40603484316051264,0.03449357679024144,0.0003278135110826222,0.0,0.0,0.6235761867949671,0.02786422528645075,0.0011945889473976214,0.0,0.0,1.980187010775186,0.014046094220141506,True,True
115011,0.03492313917559459,,,,,0.3631857075352921,,,,,,,False,False
115012,0.031917213496816664,0.11976269323583676,7.924971352634684e-05,0.013032262512354564,0.013032262512354564,0.1431114536870742,0.0068089514093864385,0.000571724285221262,0.002397352091144417,0.013032262512354564,96.81236811958529,22.524683240184267,True,False
115013,0.04876257277815216,0.060619114748542466,0.004393161958225422,0.009423365995458522,0.009423365995458522,0.17261532617070216,0.005971406957150995,0.00026026053963467614,0.0016901490481253632,0.009423365995458522,1.8687338823709636,0.024648506320427265,True,False
115014,0.10037704810634708,0.05425599867397617,0.0004282990857412928,0.019667591986580545,0.019667591986580545,0.30721223424620414,0.013482107723017346,0.00324135975956104,0.0,0.019667591986580545,7.698719279030804,1.9834250030584615,True,False
115015,0.030910018678841272,0.16290401628310788,0.00032029821648811433,0.021566681825351056,0.021566681825351056,0.12838334255228107,0.05306531404155478,0.0035880535244650555,0.002196417272873836,0.021566681825351056,197.91190066808088,51.811137592717984,True,False
115016,0.13073145283136142,0.004617476544384765,0.0005087293067047688,0.0023561552832391643,0.0023561552832391643,0.25041128894104614,0.0016217624584845432,0.00018454684718017462,0.0,0.0023561552832391643,2.0556961983155526,0.019243453323146184,True,True
115017,0.3103101715496018,0.03294060128179264,0.0018550188462791652,0.0,0.0,0.4306812540800421,0.004208816690863652,0.0016422991390275766,0.0,0.0,2.001814005892002,0.0014738258680692044,True,True
115018,0.2522802286366372,0.005650381185847866,0.0009808882263262913,0.0,0.0,0.25872576103344264,0.0071836577128964645,0.0020018625300368903,0.0,0.0,2.0054958976850332,0.0017817347638242934,True,True
115019,0.18171747233225446,0.013333986792976005,0.000754357514032177,0.006062286599933728,0.006062286599933728,0.4004708497287239,0.01638834117407199,0.00039007651527813434,0.0,0.006062286599933728,2.0010472875896106,0.00010014344292257491,True,True
115020,0.26444790837595916,0.019491322338362156,0.0022473669764790914,0.0,0.0,0.6445188090844017,0.001008948516235854,0.00012417676432256337,0.0,0.0,2.005338510764403,0.0019848383570803215,True,True
115021,0.05066238364578943,0.12431734992410629,0.0031052953094834945,0.009543682886064154,0.009543682886064154,0.10897180407283862,0.02451967067345807,0.0005406321807665959,0.004357586222104838,0.009543682886064154,13.324145673978467,4.017400298549858,True,False
115022,0.05507033264152454,0.014873332718860753,0.00024596831948939187,0.026829059181861334,0.026829059181861334,0.28822440849865,0.03654588881020827,0.009182480414368407,0.0,0.026829059181861334,1.6320504235136404,0.0694925580134387,True,False
115023,0.08213848604186626,0.07948463682300866,0.0054879469878473565,0.023593391882318918,0.023593391882318918,0.143222117411468,0.14836042685653597,0.0065754615392940585,0.014750195230209026,0.023593391882318918,12.004042043101055,2.7725954485003763,True,False
115024,0.2183032033685227,0.005310457076786906,0.001140162510753811,0.0017332757576472735,0.0017332757576472735,0.2546339657511273,0.0018159175393955805,0.00026634309767422634,0.0,0.0017332757576472735,1.9185012113101516,0.015645843043142194,True,True
115025,0.12563195466134827,0.05196241956603748,0.002372558119053881,0.005682318185736127,0.005682318185736127,0.1432501932810847,0.019347479831925373,0.00040125925657422107,0.015035268368572231,0.005682318185736127,2.0075015331005037,0.0037300007987265916,True,False
115026,0.048808983090772876,,,,,0.30615378206008725,,,,,,,False,False
115027,0.1598106839452924,0.021705313351979783,0.0037315201980524467,0.015438223878905253,0.015438223878905253,0.6616371862418304,0.0008672507247161276,0.0010601514179721639,0.0,0.015438223878905253,2.0001292358186804,0.00022392678330676144,True,True
115028,0.3640232636945878,0.03316787325135577,0.006826477397237451,0.0,0.0,0.5893661262853,0.01905423566989346,0.0026147574894712826,0.0,0.0,2.041484398113542,0.015527106096135982,True,False
115029,0.061849782544188214,,,,,0.5082321409609348,,,,,,,False,False
115030,0.05275811770949844,0.025043141592332768,2.3628948377658193e-05,0.013354744524681269,0.013354744524681269,0.1633247252083008,0.016295866792539533,0.0006945966233332831,0.00024111624659703526,0.013354744524681269,2.038165908927449,0.029565169805692418,True,False
115031,0.409056171974173,0.007717956783959754,6.968014908165492e-05,0.0,0.0,0.4570025226019661,0.00838082391551572,4.8246440965085395e-05,0.0,0.0,0.4910281319531868,0.5539988932319876,True,False
115032,0.1602866964778031,0.0663911330999449,0.003496511298442744,0.027048303872611007,0.027048303872611007,0.6763612562714741,0.06839681254290567,0.0013566147188554824,0.0,0.027048303872611007,1.9885774701385555,0.004950712007594078,True,True
115033,0.09821463703949068,0.013944746083068988,0.0017649353669076475,0.02018625594739404,0.02018625594739404,0.10061062543548978,0.13313131376743254,0.010732986447220223,0.014175195237162947,0.02018625594739404,27.511016192028585,7.724676642623021,True,False
115034,0.0871378170848087,0.018045934851590617,5.257795437868499e-05,0.011845749434324305,0.011845749434324305,0.3050100740259674,0.0019802447186003194,5.850317226995199e-05,0.0,0.011845749434324305,2.0051548901599183,0.0010243584300386622,True,False
115035,0.10004178883329004,0.1197104490383388,0.003286767734600295,0.018125801869344045,0.018125801869344045,0.2404037836424414,0.010923594442939156,0.00014306711437404705,0.006668604567381595,0.018125801869344045,10.573689582246818,2.607869627693799,True,False
115036,0.08209775535851843,0.026269295160900312,0.0013823122602035333,0.05943466313149223,0.05943466313149223,0.3433370984461903,0.07694489976294241,0.008855081803103484,0.0,0.05943466313149223,2.0048173444936115,0.021993865747440996,True,False
115037,0.09385888504389442,0.018097088831434203,0.001138046705772744,0.003877442427444672,0.003877442427444672,0.36027447710501037,0.005258297918946143,8.89127080465553e-05,0.0,0.003877442427444672,2.019571301779326,0.009042751539744107,True,False
